Monit_MAP_CODE1,LAKE_NAME,Year,phosphorus_avg,phosphorus_count,secchi_avg,secchi_count,mean_FIN_SQ_FT,median_FIN_SQ_FT,mean_acres,median_acres,mean_EMV_TOTAL,median_EMV_TOTAL,mean_total_tax,median_total_tax,pct_garage,pct_basement
10002900-01,Miller Lake,2009,0.22942857142857145,14,0.5464285714285715,14,1253.918699186992,1253.918699186992,37.82292682926828,37.82292682926828,403152.8455284553,403152.8455284553,2507.8130081300815,2507.8130081300815,0.6026490066225165,
10009500-01,Swede Lake,2007,0.2837692307692307,13,0.35000000000000003,13,1515.3307086614172,1515.3307086614172,40.16251968503936,40.16251968503936,513244.88188976375,513244.88188976375,2615.220472440945,2615.220472440945,0.5573248407643312,
82010600-01,Elmo Lake,2013,0.014499999999999997,6,5.933333333333334,6,1630.5,1630.5,16.493333333333332,16.493333333333332,547166.6666666666,547166.6666666666,0.0,0.0,1.0,1.0
27010700-01,Parkers Lake,2009,0.035076923076923075,13,2.7230769230769236,13,22.923602287166457,22.923602287166457,0.9863437102922583,0.9863437102922583,421544.7744599746,421544.7744599746,7995.418519695045,7995.418519695045,1.0,1.0
02065400-01,Cenaiko Lake,2010,0.015692307692307696,13,1.5938461538461541,13,898.5866553576477,898.5866553576477,0.6340816134200377,0.6340816134200377,218739.2328715484,218739.2328715484,3176.1163886532845,3176.1163886532845,0.8974081364829396,0.8625919117647058
82031800-01,July Lake,2014,0.07191666666666667,12,1.1933333333333336,12,1273.639534883721,1273.639534883721,6.650116279069771,6.650116279069771,340644.76744186046,340644.76744186046,0.0,0.0,1.0,1.0
82004900-01,Big Carnelian Lake,2005,0.02042857142857143,14,4.332500000000001,14,0.0,0.0,1.732566063977748,1.732566063977748,265473.0180806676,265473.0180806676,1621.2044506258692,1621.2044506258692,,
82015900-01,Forest Lake,2013,0.031249999999999993,68,1.6105882352941172,68,917.3982007575758,917.3982007575758,0.7509280303030286,0.7509280303030286,187987.5946969697,187987.5946969697,0.0,0.0,1.0,1.0
82030800-01,Brick Pond,2010,0.061,7,0.5228571428571428,7,998.6074815595364,998.6074815595364,0.5775184404636433,0.5775184404636433,405806.16438356164,405806.16438356164,0.0,0.0,1.0,1.0
19009400-01,Anderson Pond,2010,0.06266666666666668,12,0.9727272727272727,11,2066.259793052476,2066.259793052476,0.4993089430894338,0.4993089430894338,282529.0465631929,282529.0465631929,4490.175905395417,4490.175905395417,,
27008200-01,Windsor Lake,2005,0.117,13,0.7038461538461539,13,0.0,0.0,0.0,0.0,284949.723936343,284949.723936343,4301.108476778175,4301.108476778175,,
27016900-01,Cowley Lake,2009,1.0950000000000002,4,0.4000000000000001,3,1121.9747899159663,1121.9747899159663,1.7472629051620638,1.7472629051620638,231779.41176470587,231779.41176470587,3816.7466986794716,3816.7466986794716,1.0,1.0
82003400-01,East Boot Lake,2013,0.024000000000000004,12,3.8823333333333334,12,668.2307692307693,668.2307692307693,26.967692307692307,26.967692307692307,384776.92307692306,384776.92307692306,0.0,0.0,1.0,1.0
19002900-01,Lee Lake,2005,0.06711111111111111,9,1.4444444444444446,9,2416.3998447204967,2416.3998447204967,0.7590683229813651,0.7590683229813651,309542.39130434784,309542.39130434784,4002.823757763975,4002.823757763975,,
82004600-01,Square Lake,2010,0.013857142857142858,14,5.441428571428571,14,1058.9285714285713,1058.9285714285713,14.660714285714283,14.660714285714283,471639.28571428574,471639.28571428574,0.0,0.0,1.0,1.0
27007000-01,Mitchell Lake,2004,0.06414285714285715,14,1.664285714285714,14,0.0,0.0,0.0,0.0,328764.84420928865,328764.84420928865,4595.206349206349,4595.206349206349,,
19019800-01,Scout Lake,2009,0.11128571428571428,14,0.8928571428571429,14,2604.2164413997407,2604.2164413997407,0.6959229772264494,0.6959229772264494,344765.8766895019,344765.8766895019,3827.3851138678024,3827.3851138678024,,
02013300-01,East Twin Lake,2010,0.09525000000000002,12,4.125,6,1178.6020942408377,1178.6020942408377,0.0,0.0,214410.9947643979,214410.9947643979,2351.214659685864,2351.214659685864,0.7590361445783133,0.9503205128205128
27062700-01,Northwood Lake,2013,0.1539,10,0.8999999999999999,9,1148.8969072164948,1148.8969072164948,0.548662580105885,0.548662580105885,221294.4552800223,221294.4552800223,4619.530509891335,4619.530509891335,1.0,1.0
27017901-01,Little Long Lake,2010,0.013142857142857142,14,4.046153846153846,13,1634.9813953488372,1634.9813953488372,12.319674418604665,12.319674418604665,435720.93023255817,435720.93023255817,5452.302325581395,5452.302325581395,1.0,1.0
82013700-01,Fish Lake,2008,0.06729166666666668,24,1.5027222222222225,18,952.5344644750795,952.5344644750795,3.8824178154825018,3.8824178154825018,376224.07211028633,376224.07211028633,222124.29268292684,222124.29268292684,1.0,0.99581589958159
82001700-01,Carol Lake,2012,0.0386,5,1.219,1,1763.8666666666666,1763.8666666666666,10.623733333333332,10.623733333333332,351225.3333333333,351225.3333333333,0.0,0.0,1.0,1.0
19004700-01,Hornbean Lake,2008,0.03357142857142857,7,2.6714285714285713,7,3764.1283509341997,3764.1283509341997,1.7725832656376916,1.7725832656376916,474683.5093419984,474683.5093419984,5775.0251827782295,5775.0251827782295,,
82009002-01,Wilmes Lake,2012,0.09253846153846156,13,1.3000000000000003,13,1766.132020423049,1766.132020423049,0.4692304886943772,0.4692304886943772,249687.16265499635,249687.16265499635,0.0,0.0,1.0,1.0
82010400-01,Jane Lake,2010,0.014888888888888889,9,4.533333333333334,9,1577.6991150442477,1577.6991150442477,2.504896755162243,2.504896755162243,336265.4867256637,336265.4867256637,0.0,0.0,1.0,1.0
70007200-01,Upper Prior Lake,2012,0.08936363636363635,11,0.9454545454545454,11,1235.8853068815872,1235.8853068815872,0.42961562306261225,0.42961562306261225,226838.4996900186,226838.4996900186,0.0,0.0,,
82000500-01,Fahlstrom Pond,2009,0.21341666666666667,12,0.8034545454545455,11,1417.5706806282722,1417.5706806282722,6.835602094240836,6.835602094240836,374496.33507853403,374496.33507853403,362917.277486911,362917.277486911,,
82000500-01,Fahlstrom Pond,2010,0.2777777777777778,9,0.6077777777777779,9,1536.1538461538462,1536.1538461538462,7.3710989010988985,7.3710989010988985,410154.94505494507,410154.94505494507,0.0,0.0,1.0,1.0
82012600-01,Masterman Lake,2011,0.04492857142857143,14,2.193,10,1551.46875,1551.46875,7.309749999999999,7.309749999999999,351417.5,351417.5,0.0,0.0,1.0,1.0
82048800-01,West Lakeland Storage Site,2009,0.06557142857142857,7,1.4985,6,2090.644012944984,2090.644012944984,3.6610355987054994,3.6610355987054994,445243.68932038837,445243.68932038837,441054.04530744336,441054.04530744336,,
27010200-01,Schmidt Lake,2011,0.023,9,3.33,9,0.0,0.0,0.6514293276866021,0.6514293276866021,314392.50926416094,314392.50926416094,4904.578613022763,4904.578613022763,,
82000400-01,Edith Lake,2012,0.06667441860465115,43,2.6386666666666665,15,1242.1704545454545,1242.1704545454545,13.094602272727276,13.094602272727276,346792.04545454547,346792.04545454547,0.0,0.0,1.0,1.0
27067000-01,Harvey Lake,2004,0.15189999999999998,10,0.2885,10,0.0,0.0,0.0,0.0,435712.4075924076,435712.4075924076,5700.553946053946,5700.553946053946,,
19034900-01,East Lake,2006,0.08533333333333333,6,1.3716666666666668,6,1366.68,1366.68,1.4348980392156891,1.4348980392156891,221581.92156862744,221581.92156862744,1861.0749019607842,1861.0749019607842,,
10001100-01,St. Joe Lake,2004,0.024823529411764717,17,2.6294117647058823,17,1346.6920473773266,1346.6920473773266,0.7480033840947553,0.7480033840947553,330400.8460236887,330400.8460236887,3646.4263959390864,3646.4263959390864,0.878581173260573,
13005700-01,School Lake,2005,0.0702142857142857,14,1.3280714285714286,14,0.0,0.0,3.5469285714285697,3.5469285714285697,272930.71428571426,272930.71428571426,2095.4714285714285,2095.4714285714285,,
82016300-01,Clear Lake,2014,0.011666666666666667,12,4.815,12,1087.0,1087.0,1.167668837847113,1.167668837847113,262776.1055879328,262776.1055879328,103.82207747685979,103.82207747685979,0.9215155615696887,0.9827912579590432
10003100-01,Gaystock Lake,2006,0.18453846153846154,13,0.425,12,1862.858407079646,1862.858407079646,34.795221238938076,34.795221238938076,372246.01769911504,372246.01769911504,2512.8230088495575,2512.8230088495575,0.5729847494553377,
10006600-01,Winkler Lake,2010,0.33969230769230774,13,0.4583333333333333,12,1130.8783783783783,1130.8783783783783,37.063243243243235,37.063243243243235,306908.1081081081,306908.1081081081,1913.5945945945946,1913.5945945945946,0.5338983050847458,
82002500-01,Louise Lake,2007,0.194,1,1.829,1,0.0,0.0,0.0,0.0,638063.2352941176,638063.2352941176,0.0,0.0,,
10001100-01,St. Joe Lake,2006,0.03888888888888889,9,2.6555555555555554,9,2034.6505016722408,2034.6505016722408,0.7294314381270905,0.7294314381270905,389087.2909698997,389087.2909698997,4058.349498327759,4058.349498327759,0.87248322147651,
27003501-01,Sweeney Lake,2006,0.0939,10,1.03,10,0.0,0.0,0.0,0.0,387962.8583298712,387962.8583298712,7372.945990859992,7372.945990859992,,
70009500-01,O'Dowd Lake,2010,0.03807142857142857,14,1.5714285714285714,14,1341.5171232876712,1341.5171232876712,3.860393835616436,3.860393835616436,395445.37671232875,395445.37671232875,0.0,0.0,,
19045100-01,Sunset Pond,2008,0.04850000000000002,14,1.885714285714286,14,2772.8705115983475,2772.8705115983475,0.5602557991738183,0.5602557991738183,305289.57737527805,305289.57737527805,3396.003336510963,3396.003336510963,,
82005400-01,Bone Lake,2010,0.03291666666666668,12,1.633333333333333,12,1006.9512195121952,1006.9512195121952,7.1600975609756095,7.1600975609756095,228675.1219512195,228675.1219512195,0.0,0.0,1.0,1.0
13005300-01,Big Comfort Lake,2010,0.029785714285714294,14,1.7285714285714289,14,,,,,,,,,,
10021800-01,Grace Lake,2009,0.11472727272727273,11,0.7545454545454546,11,1565.8293395675043,1565.8293395675043,0.6297048509643428,0.6297048509643428,275572.29690239625,275572.29690239625,2958.6928696668615,2958.6928696668615,0.8433179723502304,
82031800-01,July Lake,2012,0.10900000000000001,13,0.9654545454545453,11,1292.5380116959063,1292.5380116959063,6.6840350877193,6.6840350877193,298917.5438596491,298917.5438596491,0.0,0.0,1.0,1.0
70001800-01,Cates Lake,2011,0.024416666666666666,12,2.0500000000000003,12,1320.0635324015248,1320.0635324015248,0.7763468869123192,0.7763468869123192,291696.8869123253,291696.8869123253,0.0,0.0,,
10001000-01,Tamarack Lake,2008,0.028727272727272733,11,2.7818181818181817,11,1617.670081967213,1617.670081967213,2.059077868852455,2.059077868852455,391538.31967213115,391538.31967213115,4220.670081967213,4220.670081967213,0.6017964071856288,
82011000-01,Downs Lake,2005,0.15644444444444447,9,0.3555555555555556,9,0.0,0.0,1.8649752475247525,1.8649752475247525,359727.47524752474,359727.47524752474,2600.6881188118814,2600.6881188118814,,
10005200-01,Reitz Lake,2008,0.055833333333333346,12,2.2,12,1373.0271903323262,1373.0271903323262,8.382296072507541,8.382296072507541,358297.12990936555,358297.12990936555,2416.8293051359515,2416.8293051359515,0.47794117647058826,
82001900-01,South Twin Lake,2011,0.06942857142857142,7,1.9433333333333334,6,1628.8795669824087,1628.8795669824087,1.5302165087956663,1.5302165087956663,224978.89039242218,224978.89039242218,0.0,0.0,1.0,1.0
82015300-01,Sunset Lake,2011,0.0269,10,2.84,10,1602.0377358490566,1602.0377358490566,7.030377358490564,7.030377358490564,324054.40251572325,324054.40251572325,0.0,0.0,1.0,1.0
82004200-01,Lynch Lake,2012,0.1050769230769231,26,0.8402727272727272,22,1407.5844155844156,1407.5844155844156,10.978441558441558,10.978441558441558,300772.7272727273,300772.7272727273,0.0,0.0,1.0,1.0
82001900-01,South Twin Lake,2010,0.03785714285714286,7,2.3085714285714283,7,1673.2765321375186,1673.2765321375186,1.6896860986547084,1.6896860986547084,240726.60687593423,240726.60687593423,0.0,0.0,1.0,1.0
27064500-01,South Rice Lake,2007,0.1783846153846154,13,0.8000000000000002,12,0.0,0.0,0.3239326857917295,0.3239326857917295,226957.66885023718,226957.66885023718,3063.1237858594986,3063.1237858594986,,
82003400-01,East Boot Lake,2009,0.023999999999999997,7,2.6128571428571434,7,643.4814814814815,643.4814814814815,25.80740740740741,25.80740740740741,390111.1111111111,390111.1111111111,320370.3703703704,320370.3703703704,,
82014800-01,Plaisted Lake,2009,0.06899999999999999,7,1.5021428571428572,7,1131.404761904762,1131.404761904762,21.213968253968243,21.213968253968243,365211.1111111111,365211.1111111111,334646.8253968254,334646.8253968254,,
82008700-01,Regional Park Lake,2006,0.09014285714285715,7,2.1843333333333335,6,1148.9135514018692,1148.9135514018692,2.500210280373831,2.500210280373831,309018.34112149535,309018.34112149535,3108.7242990654204,3108.7242990654204,,
19045100-01,Sunset Pond,2006,0.06557142857142859,14,1.8142857142857143,14,2647.7449856733524,2647.7449856733524,0.5640560331104778,0.5640560331104778,293509.55109837634,293509.55109837634,2749.3970073225087,2749.3970073225087,,
10000700-01,Lucy Lake,2011,0.04984615384615384,13,1.946153846153846,13,2107.486046511628,2107.486046511628,0.9123875968992261,0.9123875968992261,392998.7596899225,392998.7596899225,4957.7558139534885,4957.7558139534885,0.9081101190476191,1.0
82036500-01,Capaul Pond,2008,0.08528571428571428,14,1.0014285714285716,14,0.0,0.0,6.091695652173919,6.091695652173919,363510.4347826087,363510.4347826087,343443.04347826086,343443.04347826086,,
82000900-01,Cloverdale Lake,2009,0.04281818181818182,11,2.8727272727272726,11,2091.818181818182,2091.818181818182,1.9725524475524434,1.9725524475524434,652621.5034965035,652621.5034965035,652621.5034965035,652621.5034965035,,
82009002-01,Wilmes Lake,2006,0.08775,12,1.1833333333333333,12,1775.0602158682068,1775.0602158682068,0.2110878621473191,0.2110878621473191,319902.7267562962,319902.7267562962,3464.1827305434576,3464.1827305434576,,
10022500-01,Brickyard Clayhole Lake,2008,0.02935714285714286,14,3.9178571428571423,14,2108.393285371703,2108.393285371703,0.9153597122302133,0.9153597122302133,340007.9736211031,340007.9736211031,3455.611510791367,3455.611510791367,0.8030919446704637,
27066100-01,South Oak Lake,2007,0.240625,8,0.3875,8,0.0,0.0,0.7686150627615106,0.7686150627615106,361471.19246861927,361471.19246861927,6605.105020920502,6605.105020920502,,
27071100-01,Westwood Lake,2010,0.022299999999999997,10,1.327777777777778,9,944.1060070671379,944.1060070671379,4.064941560206594,4.064941560206594,429789.9701005708,429789.9701005708,9929.97254688774,9929.97254688774,1.0,1.0
82009400-01,Colby Lake,2011,0.10378571428571429,14,0.9071428571428571,14,1922.6428395971507,1922.6428395971507,0.6267526406288311,0.6267526406288311,295424.9815770081,295424.9815770081,0.0,0.0,1.0,1.0
27012300-01,Laura Lake,2014,0.08600000000000001,3,0.5333333333333333,3,1669.0310559006211,1669.0310559006211,4.077867494824013,4.077867494824013,200221.94616977224,200221.94616977224,3482.3975155279504,3482.3975155279504,0.7822384428223844,0.8335856847900894
27005700-01,Meadow Lake,2005,0.24559999999999998,10,0.46150000000000013,10,0.0,0.0,0.0,0.0,261235.486935867,261235.486935867,5135.774821852731,5135.774821852731,,
10022500-01,Brickyard Clayhole Lake,2009,0.02290909090909091,11,4.127272727272727,11,2011.4882032667877,2011.4882032667877,0.7622565033272818,0.7622565033272818,340880.21778584394,340880.21778584394,3224.4125831820934,3224.4125831820934,0.8132678132678133,
10006600-01,Winkler Lake,2007,0.38099999999999995,13,0.4727272727272727,11,1160.3203883495146,1160.3203883495146,41.41223300970872,41.41223300970872,328010.67961165047,328010.67961165047,1415.1553398058252,1415.1553398058252,0.5470085470085471,
19002601-01,Marion Lake,2006,0.04646666666666667,15,2.016666666666667,15,2222.4160678091025,2222.4160678091025,0.9167716970702195,0.9167716970702195,314532.43044039066,314532.43044039066,2996.3449419568824,2996.3449419568824,,
70009100-01,Cedar Lake,2008,0.194,1,0.7,1,909.5415549597856,909.5415549597856,6.439436997319031,6.439436997319031,349272.1179624665,349272.1179624665,0.0,0.0,,
02000500-01,George Watch Lake,2010,0.1292142857142857,14,0.4933333333333334,9,1746.5728314238952,1746.5728314238952,0.0,0.0,221306.71031096563,221306.71031096563,3356.569558101473,3356.569558101473,0.6918460995411225,0.8984861976847729
82010700-01,Sunfish Lake,2010,0.04440000000000001,15,2.6,15,877.5076923076923,877.5076923076923,2.721692307692309,2.721692307692309,326025.53846153844,326025.53846153844,0.0,0.0,1.0,1.0
82007700-01,Goggins Lake,2006,0.09664285714285714,14,0.956,11,1413.0194174757282,1413.0194174757282,4.823009708737865,4.823009708737865,364822.8155339806,364822.8155339806,2138.378640776699,2138.378640776699,,
10008800-01,Hydes Lake,2012,0.08778571428571429,14,,0,1516.5142857142857,1516.5142857142857,19.738285714285716,19.738285714285716,332695.71428571426,332695.71428571426,3982.9857142857145,3982.9857142857145,0.6046511627906976,
19002200-01,Long Lake,2010,0.07630508474576272,59,1.8045762711864406,59,2215.449283778552,2215.449283778552,0.4819957413859856,0.4819957413859856,257826.0162601626,257826.0162601626,3144.244289585753,3144.244289585753,,
02000500-01,George Watch Lake,2009,0.11,14,0.5379999999999999,10,1723.4991816693944,1723.4991816693944,2.342667757774135,2.342667757774135,240863.3387888707,240863.3387888707,3460.076923076923,3460.076923076923,0.6885361552028219,0.9000900090009001
82009200-01,Powers Lake,2013,0.29365384615384615,26,4.8369230769230755,13,1736.5837320574162,1736.5837320574162,0.677671451355662,0.677671451355662,374723.2854864434,374723.2854864434,0.0,0.0,1.0,1.0
19002900-01,Lee Lake,2013,0.024181818181818183,11,2.190909090909091,11,2737.163362410785,2737.163362410785,0.7626804123711326,0.7626804123711326,302752.41871530534,302752.41871530534,5949.031720856463,5949.031720856463,,
82010400-01,Jane Lake,2013,0.00875,4,4.6625,4,1585.1554252199414,1585.1554252199414,2.3128445747800583,2.3128445747800583,299036.07038123166,299036.07038123166,0.0,0.0,1.0,1.0
82010300-01,Olson Lake,2014,0.017454545454545455,11,3.3181818181818183,11,1336.7191629955946,1336.7191629955946,0.9514427312775338,0.9514427312775338,245359.58149779736,245359.58149779736,0.0,0.0,1.0,1.0
19008800-01,Levander Pond,2012,0.22533333333333336,3,,0,2021.697420333839,2021.697420333839,0.39425796661608914,0.39425796661608914,205762.62518968133,205762.62518968133,3802.060546282246,3802.060546282246,0.7680543755310111,0.9872557349192863
82012000-01,Benz Lake,2009,0.08428571428571428,14,1.3246923076923074,13,1503.5,1503.5,10.661346153846152,10.661346153846152,427497.1153846154,427497.1153846154,403769.23076923075,403769.23076923075,,
82036500-01,Capaul Pond,2010,0.276,7,0.3814285714285714,7,1472.7739130434782,1472.7739130434782,5.796260869565218,5.796260869565218,325715.652173913,325715.652173913,0.0,0.0,1.0,1.0
10009500-01,Swede Lake,2006,0.3077857142857142,14,0.5035714285714287,14,1528.142857142857,1528.142857142857,40.48126984126982,40.48126984126982,469451.5873015873,469451.5873015873,2471.2063492063494,2471.2063492063494,0.5043478260869565,
27007000-01,Mitchell Lake,2009,0.05185714285714286,14,1.6428571428571428,14,417.29874966746473,417.29874966746473,0.7439372173450376,0.7439372173450376,393656.4245810056,393656.4245810056,5437.102686884809,5437.102686884809,1.0,
10021700-01,Jonathan Lake,2014,0.15908333333333335,12,0.6791666666666666,12,1886.4033898305086,1886.4033898305086,1.3699661016949156,1.3699661016949156,351256.6101694915,351256.6101694915,8009.847457627118,8009.847457627118,0.6252354048964218,
82010800-01,Friedrich's Pond,2006,0.36023076923076924,13,0.4038461538461538,13,688.8470588235294,688.8470588235294,3.7088235294117635,3.7088235294117635,235780.58823529413,235780.58823529413,762.635294117647,762.635294117647,,
02000600-01,Centerville Lake,2004,0.049653846153846166,26,1.1076923076923078,13,0.0,0.0,1.6603765227021028,1.6603765227021028,224894.79291251383,224894.79291251383,2295.312292358804,2295.312292358804,,
82001900-01,South Twin Lake,2004,0.04385714285714286,7,2.068142857142857,7,0.0,0.0,1.3244885057471247,1.3244885057471247,241713.67816091955,241713.67816091955,2293.4206896551723,2293.4206896551723,,
82003600-01,Turtle Lake,2012,0.05014285714285715,7,,0,617.0,617.0,18.854230769230764,18.854230769230764,246446.15384615384,246446.15384615384,0.0,0.0,1.0,1.0
02000500-01,George Watch Lake,2012,0.2638333333333333,12,0.35900000000000004,10,1793.822950819672,1793.822950819672,2.373426229508193,2.373426229508193,198897.54098360657,198897.54098360657,3426.37868852459,3426.37868852459,0.6987610619469027,0.8567662565905096
27008600-02,Shavers Lake,2006,0.03778947368421054,19,1.121875,16,0.0,0.0,0.0,0.0,704857.4521232307,704857.4521232307,7617.353871773522,7617.353871773522,,
82003600-01,Turtle Lake,2014,0.07141666666666668,12,0.8483333333333335,12,617.0,617.0,18.869615384615383,18.869615384615383,273184.6153846154,273184.6153846154,0.0,0.0,1.0,1.0
70001800-01,Cates Lake,2008,0.018,12,2.1,11,1304.2354515050167,1304.2354515050167,0.917712374581935,0.917712374581935,326235.51839464885,326235.51839464885,0.0,0.0,,
10009500-01,Swede Lake,2011,0.33192857142857146,14,0.35000000000000003,14,1528.9777777777779,1528.9777777777779,36.083777777777776,36.083777777777776,391755.55555555556,391755.55555555556,3241.0222222222224,3241.0222222222224,0.5573770491803278,
10001100-01,St. Joe Lake,2014,0.021714285714285714,7,2.4857142857142853,7,2025.1818181818182,2025.1818181818182,0.6840909090909099,0.6840909090909099,393061.8686868687,393061.8686868687,4617.69696969697,4617.69696969697,0.8954248366013072,
70007200-01,Upper Prior Lake,2008,0.06185714285714285,14,1.2928571428571425,14,1184.9414443721535,1184.9414443721535,0.38330513988288706,0.38330513988288706,280017.30644111906,280017.30644111906,0.0,0.0,,
82015300-01,Sunset Lake,2006,0.021500000000000002,10,3.3444444444444446,9,1505.9123328380385,1505.9123328380385,3.6500297176820187,3.6500297176820187,373840.86181277863,373840.86181277863,3226.0118870728083,3226.0118870728083,,
27004201-01,Twin Lake,2013,0.05263043478260867,46,2.61219512195122,41,1031.9366980325065,1031.9366980325065,0.564088964927294,0.564088964927294,161546.36441402909,161546.36441402909,3769.987738808098,3769.987738808098,1.0,1.0
13002300-01,Moody Lake,2006,0.5966250000000001,24,1.0785384615384617,13,897.5757575757576,897.5757575757576,4.459999999999999,4.459999999999999,225709.0909090909,225709.0909090909,1722.909090909091,1722.909090909091,,
27004700-01,Bush Lake,2008,0.016,13,3.023076923076923,13,0.0,0.0,2.5332304958811616,2.5332304958811616,328757.9389436279,328757.9389436279,3765.5385236633824,3765.5385236633824,,
27007000-01,Mitchell Lake,2012,0.0585,12,1.6916666666666667,12,417.7567351293678,417.7567351293678,0.74419845292078,0.74419845292078,342962.5766871166,342962.5766871166,5554.714323819685,5554.714323819685,1.0,1.0
82014800-01,Plaisted Lake,2011,0.07699999999999999,14,1.8145454545454542,11,1186.322033898305,1186.322033898305,22.325762711864403,22.325762711864403,317247.4576271186,317247.4576271186,0.0,0.0,1.0,1.0
82001900-01,South Twin Lake,2009,0.06157142857142857,7,1.7764285714285712,7,1435.8280254777071,1435.8280254777071,1.7269108280254752,1.7269108280254752,258573.72611464967,258573.72611464967,255850.55732484077,255850.55732484077,,
10022500-01,Brickyard Clayhole Lake,2014,0.021384615384615387,13,3.730769230769231,13,1731.6276112624887,1731.6276112624887,0.72525885558583,0.72525885558583,320114.25976385106,320114.25976385106,3543.685740236149,3543.685740236149,0.8362341772151899,
40002800-01,Pepin Lake,2007,0.2745384615384615,13,0.16923076923076924,13,,,,,,,,,,
82031800-01,July Lake,2007,0.2795714285714286,7,0.20657142857142857,7,0.0,0.0,0.0,0.0,380723.49570200575,380723.49570200575,0.0,0.0,,
10006900-01,Benton Lake,2013,0.2617692307692308,13,0.23076923076923078,13,1280.026402640264,1280.026402640264,3.160198019801982,3.160198019801982,172770.1320132013,172770.1320132013,2465.838283828383,2465.838283828383,0.7338842975206612,
27019900-01,Hafften Lake,2006,0.09238461538461538,13,1.623076923076923,13,0.0,0.0,0.0,0.0,301366.51583710406,301366.51583710406,3474.640271493213,3474.640271493213,,
19002500-01,Keller Lake,2014,0.08928571428571429,14,0.8214285714285715,14,2219.6393720831566,2219.6393720831566,0.4023886296139155,0.4023886296139155,251576.66525243953,251576.66525243953,3024.264319049639,3024.264319049639,,
19002900-01,Lee Lake,2010,0.026357142857142864,14,3.0416666666666665,12,2675.3984435797665,2675.3984435797665,0.7490972762645906,0.7490972762645906,317976.18677042803,317976.18677042803,5817.007782101167,5817.007782101167,,
19009500-01,Seidl Lake,2011,0.08133333333333333,9,0.75,8,1724.96051974013,1724.96051974013,0.24317841079459301,0.24317841079459301,170841.86656671664,170841.86656671664,2307.185407296352,2307.185407296352,,
70012001-01,Thole Lake,2011,0.07155555555555557,9,1.27,9,1318.2750716332378,1318.2750716332378,0.5941547277936963,0.5941547277936963,379667.9083094556,379667.9083094556,0.0,0.0,,
19008000-01,Rogers Lake,2013,0.01877777777777778,9,,0,3881.2199918066367,3881.2199918066367,1.1602662843097116,1.1602662843097116,425045.22736583365,425045.22736583365,7539.350675952479,7539.350675952479,,
82001502-01,Loon Lake,2006,0.16542857142857142,7,0.7318,5,997.3333333333334,997.3333333333334,6.291939393939393,6.291939393939393,457112.7272727273,457112.7272727273,2004.4969696969697,2004.4969696969697,,
10021700-01,Jonathan Lake,2011,0.1502142857142857,14,0.5571428571428572,14,2191.136518771331,2191.136518771331,1.0584641638225258,1.0584641638225258,380565.5290102389,380565.5290102389,9265.423208191127,9265.423208191127,0.6283018867924528,
02004500-01,Golden Lake,2009,0.04846153846153846,13,2.0692307692307694,13,1556.1206992230855,1556.1206992230855,0.5190788013318461,0.5190788013318461,236287.84683684795,236287.84683684795,3072.552996670366,3072.552996670366,0.8262605042016806,0.8467068645640075
19019800-01,Scout Lake,2012,0.11121428571428571,14,0.5642857142857143,14,2762.1252582159623,2762.1252582159623,0.7058591549295865,0.7058591549295865,303219.77464788733,303219.77464788733,3917.620657276995,3917.620657276995,,
82004400-01,West Boot Lake,2012,0.02242857142857143,7,4.7628571428571425,7,1539.5454545454545,1539.5454545454545,15.001363636363637,15.001363636363637,319250.0,319250.0,0.0,0.0,1.0,1.0
10008400-01,Burandt Lake,2005,0.05891176470588236,34,1.4650000000000003,20,2474.2800899887516,2474.2800899887516,0.6774015748031472,0.6774015748031472,341594.7881514811,341594.7881514811,3525.9250093738283,3525.9250093738283,0.7935551874717663,
82009700-01,La Lake,2005,0.06183333333333333,12,1.7625,12,2.9211502782931356,2.9211502782931356,0.7248840445268987,0.7248840445268987,284271.3976499691,284271.3976499691,2396.3673469387754,2396.3673469387754,,1.0
19034900-01,East Lake,2008,0.11869230769230767,13,0.7461538461538463,13,1497.2725963269716,1497.2725963269716,1.3867302844796563,1.3867302844796563,242040.18725243068,242040.18725243068,2283.1814908174288,2283.1814908174288,,
82011000-01,Downs Lake,2012,0.29283333333333333,6,0.35033333333333333,6,1883.0552763819096,1883.0552763819096,3.6559798994974875,3.6559798994974875,358551.256281407,358551.256281407,0.0,0.0,1.0,1.0
19019800-01,Scout Lake,2007,0.09035714285714284,14,0.6749999999999999,14,2570.7663881151348,2570.7663881151348,0.6140817084494041,0.6140817084494041,359457.62302692665,359457.62302692665,3647.187372330548,3647.187372330548,,
19003300-01,Earley Lake,2011,0.0315,8,1.9625,8,4694.669789983845,4694.669789983845,0.6896768982229354,0.6896768982229354,488951.76090468495,488951.76090468495,11580.565751211632,11580.565751211632,,
02009100-01,George Lake,2009,0.024000000000000007,18,3.1312500000000005,16,877.0204081632653,877.0204081632653,3.0438775510204095,3.0438775510204095,180128.57142857142,180128.57142857142,1670.0068027210884,1670.0068027210884,0.7811887655127367,0.9602649006622517
10006900-01,Benton Lake,2007,0.3322307692307692,13,0.2,10,1306.253164556962,1306.253164556962,2.7951208285385447,2.7951208285385447,225115.42002301497,225115.42002301497,1945.891829689298,1945.891829689298,0.7208538587848933,
